communityname,state,pct_urban,med_income,pct_pub_asst,med_fam_income,pct_poverty,pct_not_h_sgrad,pct_coll_grad,pct_unemploy,pct_all_divorc,pers_per_fam,pct_kids2par,pct_work_mom18,pct_kids_born_nevr_marr,pct_immig3,pct_vacant_boarded,own_hous_low_q,own_hous_qrange,rent_low_q,rent_qrange,med_rentpct_hous_inc,pers_emerg_shelt,pers_homeless,police_per_pop,racial_match,pop_density,pct_use_pub_trans,violent_per_pop,non_viol_per_pop
Leesburgtown,VA,0,39887,3.66,44626,6.14,17.31,28.55,2.11,12.8,3.04,74.16,72.67,2.95,1.16,0.31,129200,73300,511,184,26.5,6,0,795.96,89.71,1355.1,0.68,150.18,2432.92
Rowlettcity,TX,100,48121,1.79,49768,2.53,9.43,27.42,3.14,7.67,3.3,87.43,76,1.2,0.3,2.03,75900,29300,384,270,23.6,0,0,NA,NA,1200.5,1.23,349.87,2937.65
Nutleytownship,NJ,100,43172,3.15,51252,5.04,20.49,28.19,5.15,7.44,3.13,82.27,64.83,0.54,1.61,1.23,160200,62400,469,223,24.2,0,0,NA,NA,7771.9,8.7,279.55,2508.71
Kelsocity,WA,100,23887,13.66,28750,20.43,27.43,8.56,10.15,17.28,3.02,60.52,53.47,5.42,0.41,6.38,36200,30900,202,125,25,3,0,NA,NA,1477.5,0.34,739.25,8155.89
Donnacity,TX,100,16922,24.49,17999,38.96,59.01,8.54,18.14,8.68,4.15,62.72,56.67,3.45,1.25,6.62,18800,24900,99,129,30,0,0,NA,NA,2764.9,0.57,284.75,8922.03
Hollywoodcity,FL,100,27352,5.28,33995,11.01,27.12,15.71,6.05,13.22,2.91,66.08,71.2,2.83,2.42,1.7,64600,50300,361,223,30.7,90,98,224.59,98.96,4308.2,2,822.7,8282.9
Pittsburghcity,PA,100,20747,13.75,27484,21.42,27.55,20.12,9.07,11.66,3,52.24,60.59,7.78,0.99,13.33,28400,30100,195,200,28.7,693,67,65.39,79.46,6417.5,22.57,1262.47,6896.95
Wethersfieldtown,CT,100,43888,2.9,53111,2.7,19.99,28.27,3.46,6.95,2.94,80.92,74.07,0.76,0.2,0.31,154500,85700,285,370,27.3,23,0,NA,NA,1997.9,3.82,210.28,2675.23
Florencecity,KY,100,31270,6.02,37541,8.91,23.54,14.17,3.33,12.31,3.15,74.58,72.37,1.27,0.4,0,57100,31400,290,110,24.5,0,2,NA,NA,2168.6,2.13,464.08,5286.86
Whitehallborough,PA,100,34183,2.43,42345,6.66,13.26,29.31,4.11,7.82,2.88,83.33,63.98,0.55,0.11,1.6,60700,32400,278,274,26.3,0,0,NA,NA,4243.8,13.53,42.54,843.73
Cliftoncity,NJ,100,39905,3.23,48033,4.7,27.14,20.43,4.71,7.93,3,80.21,69.63,1.16,2.03,0.42,159600,64100,387,287,24,2,0,190.9,94.17,6124.7,5.66,205.68,3085.26
Plymouthtown,MA,0,39886,7.01,45212,5.75,15.79,22.32,7.16,9.47,3.24,77.34,69.71,2.1,0.13,4.86,124400,54500,410,312,29.1,3,3,NA,NA,456.3,2.33,896.83,3195.61
FortCollinscity,CO,100,26826,3.62,37491,16.95,8.55,42.71,5.64,9.49,3.03,77.78,69.72,1.3,1.75,0.84,68900,35600,309,150,30.8,32,10,NA,NA,2056.4,1.34,383.57,4344.48
Lincolntown,RI,80.85,37082,4.61,42905,4.8,23.89,22.57,4.91,7.38,3.02,81.77,72.11,1.6,0,1.23,120500,78100,268,257,25.8,0,0,NA,NA,955.7,1.15,75.22,3771.56
Rosemeadcity,CA,100,29770,17.5,30905,20.02,46.16,9.96,8.41,8.81,4.08,66.59,55.16,5.27,8.74,2.77,149800,93000,465,232,30.7,0,3,NA,NA,9728.3,5.62,1262.31,3798.41
Ashlandcity,OR,0,23579,4.78,32188,17.35,9.95,42.71,6.19,14.49,2.83,65.55,78.68,1.66,2.04,0.28,84200,65900,252,194,29.9,0,2,NA,NA,2464.2,1.12,144.9,5633.8
MiamiShoresvillage,FL,100,41670,1.99,49597,11.12,14.97,36.73,4.8,10.06,3.13,72.66,77.59,2.78,2.86,0,80900,69900,357,297,29.2,0,0,NA,NA,3896.4,2.87,1425.33,9568.77
OaklandParkcity,FL,100,27708,4.59,32611,10.36,21.69,17.46,4.61,18.04,2.8,59.9,74.23,6.27,3.37,2.08,71400,41600,410,136,27.7,0,0,NA,NA,3993.6,2.92,1607.89,13200.92
NewCastlecity,IN,0,19343,8.66,23860,19.72,36.54,7.94,11.23,14.85,2.94,64.52,70.47,1.72,0.06,4.45,18700,21500,153,103,25.8,8,0,NA,NA,2994.8,0.35,121.81,6164.6
Plainviewcity,TX,0,21433,9.2,24965,22.58,37.63,13.92,8,9.99,3.4,70.4,66.11,2.65,0.88,7.38,27300,36000,188,138,25,0,0,NA,NA,1608.4,0,567.16,5355.02
Laconiacity,NH,0,29116,6.33,35658,8.24,22.98,17.39,7.74,13.3,3.05,70.57,75.21,2.62,0.05,0.35,86600,60500,337,193,28,0,0,NA,NA,748.6,0.39,627.91,6194.98
Franklintown,MA,78.31,50679,4.13,54628,2.4,12.24,30.74,5.23,6.7,3.27,85.13,68.56,0.6,0.46,1.05,144400,53800,352,311,24.7,0,0,NA,NA,797.5,5.15,69.34,1032.44
Wilkinsburgborough,PA,100,22709,11.63,28158,17.28,19.13,23.11,8.8,15.18,2.92,46.07,66.01,8.16,0.43,7.74,30200,29500,259,137,27,0,0,NA,NA,8836.4,28.6,2586.29,5575.77
Pecoscity,TX,0,19017,17,22833,26.74,52.26,7.64,13.32,9.11,3.65,73.65,54.37,2.04,1.7,11.11,16600,25600,129,156,27.4,6,0,NA,NA,1599.8,5.97,235.59,3474.97
BattleCreekcity,MI,99.61,25306,14.23,31115,18.26,23.41,15.77,10.22,15.85,3.03,57.6,68.73,5.83,0.66,14.82,26100,36500,242,140,30.3,120,0,142.76,96.54,1207.3,1.4,NA,6241.16
Clearfieldcity,UT,100,26875,6.31,28678,17.51,13.46,12.17,6.5,10.29,3.65,76.2,66.32,2.63,1.13,1.44,51000,19700,246,168,22.4,0,0,NA,NA,2775.1,0.68,180.13,2836.08
PompanoBeachcity,FL,100,29683,5.48,35559,16.05,26.27,18.38,6.34,14.29,2.79,45.27,70.64,8.12,1.75,1.08,67100,101100,374,221,29.3,11,64,330.41,86.48,3435.7,3.53,2682.28,11058.21
Warwicktownship,PA,27.91,41338,1.86,43575,2.69,22.37,19.43,2.44,6.32,3.21,88.42,74.01,0.73,0.15,1.87,84500,48300,305,179,21.6,0,0,NA,NA,559.7,0.33,16.92,516.16
Westfordtown,MA,50.52,60566,2.63,63047,1.12,9.51,39.26,5.41,5.82,3.35,88.74,70.78,0.51,0.37,2.34,165000,100700,364,501,22.3,0,0,NA,NA,516.9,0.64,94.15,1253.38
WarrensvilleHeightscity,OH,100,27893,9.09,31856,10.28,23.01,12.44,9.34,18.43,3.02,45.91,82.65,8.28,0.53,5.76,50900,21900,355,105,23.2,0,1,NA,NA,3797.3,9.94,929.91,4067.56
Alvincity,TX,0,28860,3.88,34986,14.01,26.19,13.34,4.56,13.03,3.23,70.4,63.32,1.65,0.69,1.36,42200,27800,261,119,23.4,0,0,NA,NA,1013.5,0.31,350.93,5660.38
Everettcity,WA,100,28415,10.71,33493,12.04,19,14.2,6.38,17.24,2.97,62.62,60.28,3.71,0.63,2.55,76700,58000,327,176,25.7,215,10,194.11,96.21,2259.7,3.64,530.22,7817.87
Beavertoncity,OR,100,33951,3.35,41483,6.45,8.52,35.99,3.79,13.57,3,76.78,70.19,1.62,1.51,0.35,73500,40000,379,176,24.5,0,2,NA,NA,3722.8,5.08,316.1,5085.73
Wilmingtoncity,OH,0,25300,10.72,32964,15.05,22.29,17.38,6.61,12.2,3,69.46,74.45,1.88,0.2,1.46,42700,30500,168,167,24.8,12,0,NA,NA,2176.8,0.56,421.76,4484.42
Alabastercity,AL,100,39261,3.72,42446,5.65,22.15,24.38,2.83,8.39,3.23,80.57,68.02,1.08,0.24,0,61400,30900,185,200,21.2,0,0,NA,NA,754.6,0.14,137.94,NA
Martinsvillecity,IN,0,24868,6.48,29955,10.84,30.57,9.2,5.96,13.2,3.07,70.72,72.71,1.03,0,1.53,37000,26800,209,131,23.4,9,0,NA,NA,2790.9,0.25,216.87,3935.74
PomptonLakesborough,NJ,100,48864,3.66,54145,2.07,20.26,23.4,3.61,8.65,3.15,80.91,67.5,0.86,0.86,0.85,156800,44300,549,285,29.2,0,0,NA,NA,3428,3.17,54.25,2242.31
Amarillocity,TX,100,24915,5.66,30144,16.77,24.28,17.77,6.76,13.63,3.12,70.71,68.61,2.46,0.71,3.51,34000,37800,231,144,24.7,269,23,148.68,89.91,1730.1,0.85,671.46,7617.37
Bethlehemcity,PA,100,30565,5.39,37949,6.09,25.24,20.27,4.06,9.26,2.89,76.7,74.07,1.5,0.2,1.4,75800,41500,350,180,27.2,0,0,NA,NA,4154.3,1.67,309.84,3644.04
Coltoncity,CA,100,28838,12.25,30750,15.59,29.69,13.37,9.69,14,3.5,62.92,59.09,6.06,3.3,3.07,76100,49500,387,169,29.4,100,9,NA,NA,2746,0.62,1095.4,6878.83
Middletowntownship,PA,100,46756,3.73,51081,3.52,15.07,26.08,3.53,7.81,3.3,83.78,69.13,1.02,0.16,0.43,112200,65100,477,208,25.2,9,0,NA,NA,2142.8,3.54,106.23,NA
Daphnecity,AL,0,38017,2.11,44717,7.06,11.47,35.25,4.13,10.84,3,77.5,68.78,1.7,0.11,0.22,61100,38500,300,155,20.5,0,0,NA,NA,987.9,0.09,123.33,NA
Chesterfieldtownship,MI,92.6,42026,4.28,45607,4.31,15.58,13.18,5.38,9.34,3.31,84.44,64.26,1.25,0.12,1.18,73900,39800,409,132,22.6,0,0,NA,NA,896.1,0.29,NA,4012.32
LowerMakefieldtownship,PA,94.13,69904,1.63,75732,1.8,5.62,53.32,2.95,5.72,3.22,90.77,63.87,0.39,0.22,0.65,173100,101700,691,206,22.8,0,0,NA,NA,1349.9,7.7,23.52,2014.66
GardenGrovecity,CA,100,39882,9.42,41930,10.42,25.6,16.14,6.21,11.61,3.51,68.8,66.04,2.55,6.97,1.31,169900,66700,582,270,32.2,47,15,112.98,78.06,7697.5,2.96,616.67,5849.28
Bridgewatertownship,NJ,98.37,63533,2.54,67323,1.62,10.96,41.3,2.64,6.03,3.16,87.89,73.89,1.29,0.87,0.65,170400,119000,617,331,24.3,35,0,NA,NA,967.1,2.18,88.7,2500.79
SanFernandocity,CA,100,32128,12.18,32070,17.68,59.31,5.41,9.65,9.28,4.24,66.15,56.54,6.53,8.72,1.86,127700,58400,409,249,28.1,0,1,NA,NA,9119.5,5.34,1129.23,4274.65
Radnortownship,PA,100,51762,3.22,71883,5.31,7.03,58.16,3.49,5.65,3.05,85.5,61.13,0.49,0.83,0.13,167500,222300,581,221,29,0,0,NA,NA,2013.5,13.16,58.23,1791.46
Hendersoncity,KY,100,22085,9.94,28359,17.04,33.72,11.83,8.42,13.76,2.96,66.72,73.04,3.56,0.02,0.62,34300,36500,189,124,24.4,14,0,NA,NA,1922.4,0.69,1292.18,5775.5
Alliancecity,OH,0,21040,12.68,26238,19.29,28.3,11.96,11.58,12.58,3.03,61.89,62.72,3.85,0.22,7.17,27300,30000,164,129,27.5,26,0,NA,NA,2733.9,0.15,1013.71,9245.39
Andovertown,MA,82.86,61070,3.64,70757,2.93,8.78,52.49,4.05,6.24,3.26,86.89,66.84,1.03,0.9,0.84,201400,131200,357,437,26.4,0,0,NA,NA,907.4,2.64,103.65,2753.13
Stocktoncity,CA,100,26876,21.3,30315,21.37,33.37,15.01,10.28,13.36,3.57,63.94,55.78,5.48,3.09,4.77,77600,67400,319,176,29.5,514,60,108.16,67.87,3873.4,2,1564.23,9600.36
Windhamtown,ME,0,37245,3.14,40564,3.82,15.41,19.78,4.35,10.87,3.1,78.73,79.46,2.13,0.15,2.5,87900,56100,371,200,22.9,0,1,NA,NA,269.2,0.21,91.37,3114.06
Ferndalecity,MI,100,28964,8.19,33934,10.66,26.23,12.99,6.29,14.59,3.15,66.86,64.39,2.79,0.64,1.72,32000,15200,340,126,25,0,0,NA,NA,6246,1.64,NA,6252.41
Ephrataborough,PA,0,30907,4.71,34865,5.78,29.71,12.8,2.28,10.17,2.97,78.21,81.25,2.21,0.22,0.65,63200,34600,281,133,23.3,0,0,NA,NA,3253.5,0.09,125.67,2599.75
Albioncity,MI,0,20078,17.71,26087,25.36,29.49,16.82,12.35,10.75,3.08,50.16,66.56,8.1,0.28,9.73,22500,21200,154,142,28.9,0,0,NA,NA,2310.8,0.27,NA,4827.86
Bridgetoncity,MO,100,38619,1.74,45938,2.98,18.65,23.32,3.04,10.75,3,77.52,74.61,1.12,0.17,0.61,75200,34700,371,104,19.5,0,0,NA,NA,1181.8,0.56,786.35,6424.63
Prescottcity,AZ,0,22517,4.81,29473,13.27,16.66,23.51,6.89,12.43,2.71,71.03,68.22,1.06,0.31,0.89,71500,61900,281,177,30.7,14,0,NA,NA,788.7,0,438.76,5118.91
Delanocity,CA,0,21054,18.65,21787,23.66,58.07,7.6,23.83,8.26,3.96,61.53,66.59,5.28,6.17,2.03,53600,26000,221,153,26.5,0,0,NA,NA,2572.6,0.35,747.58,6954.68
Athenscity,AL,0,25823,8.64,33243,14.4,33.7,20.39,6.03,10.3,3.04,71.08,66.87,2.74,0.23,2.3,42800,44500,152,156,22.1,0,1,NA,NA,544.4,0.08,556.88,NA
OakCreekcity,WI,100,39995,3.85,44192,2.19,18.88,15.89,3.79,8.1,3.22,84.29,74.98,1.07,0.17,0,67900,25900,385,171,22.8,0,0,NA,NA,658.1,1.3,128.51,4467.18
EastRidgecity,TN,100,26728,2.51,30970,7.62,24.3,15.86,4.64,13.32,2.82,70.71,74.47,0.64,0.08,1.15,43800,26800,289,108,22.7,0,0,NA,NA,2436.6,0.07,284.54,4599.99
Livoniacity,MI,100,48645,2.55,53523,2.59,15.33,23.79,4.5,6.69,3.15,85.96,66.93,0.47,0.32,1.1,77600,46300,390,233,26.7,0,0,145.58,98.04,2725.1,0.73,NA,NA
Eurekacity,CA,0,21812,15.74,28542,18.66,20.72,18.03,8.55,16.77,2.99,61.51,63.59,1.99,0.6,5.59,64800,40600,260,167,30.1,173,27,NA,NA,2757.7,1.16,1089.42,10956.35
Escondidocity,CA,100,32895,7.52,37558,11.21,22.05,18.25,6.23,13.12,3.2,69.03,67.47,3.27,4.03,0.87,138900,84500,481,183,30.7,134,19,NA,NA,2942.1,2.05,624.28,6481.43
CocoaBeachcity,FL,100,35862,3.31,43898,5.24,9.8,34.74,3.72,13.3,2.51,66.79,67.47,0.79,0.49,0.18,91400,83300,374,254,25.4,0,3,NA,NA,2382.7,0.18,620.31,10218.74
ArroyoGrandecity,CA,0,34796,6.98,40504,8.35,16.06,19.4,5.14,11.26,2.95,75.46,70.92,1.88,0.42,0.3,158100,120900,431,232,31.7,0,0,NA,NA,2451.9,0.73,696.31,3461.87
Shorewoodvillage,WI,100,34417,2.39,49429,6.31,8.19,53.98,2.78,10.48,2.92,81.55,72.12,1.1,1.65,0,88200,66100,384,206,25.2,0,0,NA,NA,8505.7,6.03,161.4,4152.3
Ocoeecity,FL,100,32014,3.88,34788,7.7,28.86,9.57,5.19,11.24,3.34,76.55,71.34,1.22,0.98,1.63,53100,31100,336,166,24,0,0,NA,NA,1366.9,0.18,618.06,5799.2
SealBeachcity,CA,100,32834,3.57,51381,4.83,13.68,31.57,2.9,10.98,2.62,80.59,68.34,0.5,1.11,0.1,268600,167100,598,403,24.5,0,2,NA,NA,2067.4,1.08,243.44,3412.22
Romecity,NY,97.26,24234,8.39,28821,12.06,25.67,15.43,5.86,10.18,3.11,71.38,66.74,2.66,0.36,0.77,53300,36400,247,146,27.3,3,0,NA,NA,571.3,1.5,140.42,1929.7
Beckleycity,WV,0,19110,9.96,27945,21.38,28.37,19.3,8.32,13.02,2.93,60.89,64.18,3.54,0.08,3.93,36100,35800,164,153,28.6,9,0,NA,NA,1963.1,0.06,1199.16,8097.01
Anaheimcity,CA,100,39620,6.57,43133,10.64,24.59,18.76,5.56,12.4,3.42,68.15,68.12,3.79,6.8,0.79,179900,92400,571,200,29.3,457,41,NA,NA,5807.6,3.86,NA,5913.55
Greenburghtown,NY,100,58947,2.6,69707,4.1,12.2,46.65,4.37,7.39,3.06,77.06,64.18,2.22,3.29,1.55,226700,159000,459,448,23.8,527,0,NA,NA,2651.1,19.89,233.77,3284.96
LakeJacksoncity,TX,0,46007,1.7,50699,3.43,9.77,33.3,3.28,8.71,3.18,84.68,63.39,0.35,1.64,4.5,55400,49400,298,146,19.4,0,0,NA,NA,1593.2,0,66.52,2246.14
Paramountcity,CA,100,29015,13.46,30540,17.6,49.9,6.93,9.88,11.91,4.08,60.64,57.64,9.17,6.48,2.18,116600,68100,477,210,30.5,0,2,NA,NA,9784.3,3.53,1964.89,5359.15
Fairmontcity,WV,0,18370,9.8,26550,21.89,25.74,16.64,13.48,10.83,2.87,66.39,62.2,3.79,0.35,4.92,29100,31500,152,129,29.9,33,0,NA,NA,2592.4,0.77,521.89,3682.23
Herefordcity,TX,0,21120,10.57,24326,27.89,43.25,11.48,7.7,9.52,3.5,70.93,58.55,1.94,1.03,4.14,29000,33200,166,148,24.3,28,0,NA,NA,2544,0,455.99,5075.34
Edinacity,MN,100,48936,2.01,64127,3.21,5.29,52.65,3,7.89,2.87,86.33,66.69,0.36,0.58,0,118900,108200,538,259,27.4,0,0,NA,NA,2825.1,4.32,NA,3814.37
WestDeptfordtownship,NJ,99.63,38410,3.06,43531,5.25,20.42,18.2,3.88,10.44,3.15,78.18,67.33,2.66,0.24,1.73,79900,52300,430,107,23.8,7,0,NA,NA,1176.9,2.69,142.71,3110.08
Gardnercity,MA,0,28035,9.52,35430,10.98,32.05,14.28,9.36,11.66,2.98,68.99,66.67,2.96,0.68,1.04,92100,44300,238,250,25.7,3,0,NA,NA,875.4,0.32,816.99,2739.59
Scherervilletown,IN,100,42658,1.3,48613,3.43,12.75,25.25,3.3,8.8,3.2,85,61.61,0.38,0.22,1.05,80200,54100,380,96,21.5,0,0,NA,NA,1482.1,2.22,24.29,2724.37
VanBurencity,AR,100,21105,7.25,24270,18.58,35.44,9.96,7.38,13.01,3.13,69.48,72.56,1.48,0.46,2.77,35800,29300,157,127,24.5,8,6,NA,NA,986.5,0,105.23,5092.08
Piquacity,OH,0,25026,9.85,29073,14.18,30.5,9.03,7.34,11.62,3.13,71.73,69.39,2.31,0.17,1.42,36000,25800,217,115,24.1,0,0,NA,NA,2686,0.27,210.81,5442.7
InverGroveHeightscity,MN,100,39378,3.58,42226,7.23,12.4,18.58,4.46,10.02,3.23,76.55,80.53,2.54,0.08,1.16,76500,44700,431,173,25.3,0,0,NA,NA,757.1,2.11,NA,3881.77
Coventrytown,CT,0,46426,2.76,52200,3.16,13.47,27.36,4.23,8.2,3.14,84.16,76.02,0.79,0.17,6.54,118200,66500,351,342,26.4,0,0,NA,NA,257.5,0.98,87.96,2238.08
SanClementecity,CA,100,46374,2.69,55026,6.99,9.64,32.37,3.66,12.51,2.9,76.82,65.06,1.15,2.57,0,238200,176700,614,299,30.5,14,0,NA,NA,2271.2,1.11,315.14,2781.21
Salemcity,MA,100,32645,8.73,40777,11.7,21.8,24.52,7.28,10.7,2.97,65.16,65.37,2.9,1.45,0.89,137900,55000,373,294,27.2,77,3,NA,NA,4539,7.36,230.76,5660.33
Lakewoodcity,CO,100,34054,3.42,40231,7.6,11.82,29.63,4.78,14.97,2.92,69.33,77.61,1.73,0.42,0.7,77200,34600,336,159,24.5,69,0,147.87,97.33,2992.1,3.66,493.93,5650.82
Miamicity,FL,100,16925,18.01,19725,31.17,52.37,12.79,11.02,16.93,3.3,42.21,63.53,13.06,10.11,9.76,60000,41000,255,183,32.7,896,268,654.57,99.59,9728.3,13.15,3829.21,14679.18
Manalapantownship,NJ,88.24,58028,2.35,63078,2.61,14.18,32.08,4.36,3.64,3.46,91.43,57.19,0.56,0.38,1.48,177700,97400,426,439,33.5,3,0,NA,NA,842.5,14.67,89.44,1595.59
Narragansetttown,RI,0,35545,4.68,44361,13.03,12.82,37.07,5.3,8.27,2.99,76.47,76.25,1.26,0.74,1.44,130700,106800,454,266,30.3,0,0,NA,NA,1022.4,0.99,428.64,2913.4
Monroecity,NC,0,23153,9.57,27851,16.69,35.05,14.58,6.03,13.03,3.21,48.19,74.94,11.23,0.07,3.88,44000,47200,232,150,26.6,21,2,NA,NA,1123.1,0.2,900.31,8203.94
BayCitycity,TX,0,25452,7.69,32298,22.2,29.38,15.35,7.84,12.21,3.27,66.22,58.71,3.26,0.41,2.66,38200,36800,210,144,23.5,0,0,NA,NA,2387,0.03,592.36,NA
Nederlandcity,TX,100,33253,2.91,37881,6.69,15.74,13.87,3.85,10.59,3.06,79.17,60.13,0.36,0,4.55,35200,25900,254,110,21.3,0,0,NA,NA,3142.9,0,133.38,4662.49
Coatesvillecity,PA,100,24887,11.79,29013,18.19,32.4,10,6.87,12.89,3.28,42.71,67.78,13.77,0.14,19.81,49700,36900,226,235,28.1,60,0,NA,NA,5750.2,4.79,1054.23,4301.26
Fitchburgcity,WI,96.54,35550,2.84,42970,5.34,7.34,37.44,1.9,10.94,2.98,78.87,77.6,1.87,0.65,0,78200,46800,390,100,22,0,0,NA,NA,432.5,3.04,232.83,2741.56
Calntownship,PA,91.19,41129,3.67,44638,6.69,16.76,22.67,3.05,11.61,3.15,78,68.07,3.93,0.28,2.56,88800,47400,427,156,26.1,0,0,NA,NA,1322,2.16,450.75,4179.64
Albuquerquecity,NM,100,27555,5.48,33746,13.98,16.09,28.43,6.32,14.37,3.05,66.04,70.24,3.69,0.68,2.06,67000,45100,280,163,27.3,258,112,50.75,97.34,2809,2.01,1595.37,7757.66
PalmBeachGardenscity,FL,100,44688,1.47,51654,4.51,9.11,38.21,2.57,11.7,2.86,78.94,76.67,0.67,0.83,0.23,94600,118900,522,268,26.7,0,1,NA,NA,843.4,0.36,343.74,6674.85
Milfordtown,MA,0,38180,5.96,45276,4.45,23.28,23.37,6.78,8.98,3.16,76.4,71.12,2.33,1.7,1.31,137000,53300,338,292,25,23,0,NA,NA,1676.4,0.97,15.14,969
Arcatacity,CA,0,18551,8.81,28549,28.12,14.28,36.89,9.44,10.29,2.87,60.14,66.3,2.57,0.49,0.44,72800,49300,275,201,35.1,0,3,NA,NA,1816.1,1.2,399.28,7702.22
UnionCitycity,CA,100,46988,9.71,49834,6.51,22.53,20.58,4.49,9.45,3.72,73.74,73.46,2.53,4.7,0.72,178400,97900,598,269,27.6,0,6,NA,NA,2766.7,6.89,551.55,4895.71
Opelikacity,AL,97.56,25369,8.38,31869,20.77,30.1,19.49,6.91,12.78,3.14,56.67,79.93,7.26,0.16,4.66,40700,41900,125,188,24.9,53,0,NA,NA,474.8,0.28,2728.14,NA
Middletowntown,CT,100,37644,4.83,44339,7.02,22.74,26.44,4.43,10.83,2.93,65.11,74.47,4.75,0.65,1.25,126900,64900,338,315,24.6,96,0,NA,NA,1009.2,2.1,220.58,4878.56
Dublincity,OH,100,71996,0.6,75035,1.04,2.09,58.44,1.32,6.28,3.26,92.36,59.21,0.43,1.2,1.26,142800,103800,491,258,19.6,0,0,NA,NA,891.7,0.04,64.07,3198.79
Parsippany-TroyHillstownship,NJ,100,50475,2.54,58531,2.13,14.32,33.68,3.11,8.44,3.15,83.32,66.33,1.01,2.34,0.85,163400,100900,615,118,24.2,0,0,NA,NA,1958.2,3.03,148.57,2640.19
RanchoPalosVerdescity,CA,100,79797,1.85,87525,3.16,4.79,53.58,2.33,7.15,3.04,86.29,53.23,0.8,5.11,1.14,448500,51501,905,96,26.6,0,0,NA,NA,2942.9,0.81,324.61,1602.62
Gulfportcity,FL,100,21397,4.5,27824,10,27.71,15.37,5.79,14.08,2.56,59.6,81.36,0.81,0.43,0.58,40800,24100,281,126,30,0,0,NA,NA,3988.8,1.51,1305.64,8707.08
Claremontcity,NH,0,25532,7.91,30060,13.05,32.44,11.71,7.32,11.89,2.99,69.79,73.47,2.81,0.32,2.27,65900,33900,265,195,28,6,0,NA,NA,311.1,0.37,286.49,4121.06
Vancouvercity,WA,100,21552,11.02,26927,17.06,19.98,15.05,7.63,18.69,2.87,56.7,62.2,3.64,0.54,2.14,47100,35500,269,120,27.2,185,23,NA,NA,3167.2,4.38,865.28,7464.9
Plainfieldcity,NJ,100,38463,9.13,42238,12.22,28.56,18.88,8.65,12.79,3.49,47.74,79.1,12.27,3.35,5.56,107800,67000,443,215,27,4,16,279.84,70.15,7442.1,7.17,1576.9,6603
Edgewatercity,FL,100,25053,5.3,26652,10.17,28.14,8.06,4.13,11.79,2.89,71.14,68.99,0.43,0.17,1.18,52000,22700,338,116,26.4,0,0,NA,NA,2031.9,0.15,981.19,4175.52
Sandwichtown,MA,6.59,43500,2.52,48150,4.8,7.93,33.6,4.36,7.83,3.13,84.48,64.9,0.61,0.21,1.19,132800,70000,463,298,28.5,0,0,NA,NA,347.3,0.94,541.89,2179.74
NewLondontown,CT,100,26336,10.26,31274,15.15,24.65,17.95,7.97,13.11,3,52.05,66.26,7.02,1.05,5.01,105500,57400,319,230,27.7,30,1,NA,NA,4972.5,2.88,710.78,6471.57
TempleCitycity,CA,100,38789,5.24,44768,5.56,16.88,21.91,4.6,10.98,3.23,74.43,66.44,1.8,3.95,2.64,203700,110400,504,326,29,0,0,NA,NA,7483.2,2.93,542.71,2498.23
Brandoncity,MS,100,40633,3.05,46623,7.32,14.33,34.1,3.52,8.88,3.21,78.39,74.35,1.86,0,2.22,60900,35200,187,226,26.9,4,0,NA,NA,905.6,0,214.53,1126.26
Hamtramckcity,MI,100,16751,18.57,20566,28.5,43.93,8.74,16.36,14.18,3.05,53.9,47.59,6.68,4.25,10.72,14999,13201,178,108,30.1,0,0,NA,NA,8412.1,3.94,NA,11179.49
Branchburgtownship,NJ,46.82,67833,1.66,72634,1.68,10.31,42.98,3.85,6,3.23,90.5,71.71,0.29,0.66,1,193700,98500,478,511,24.7,3,0,NA,NA,518.8,1.91,76.9,1649.15
Durhamtown,NH,78.16,42477,3.51,60157,19.5,2.64,66.55,7.83,2.9,3,84.59,69.9,3.71,1.56,2.59,154600,71400,304,498,35.1,0,0,NA,NA,509.3,2.49,108.87,2068.5
EastLongmeadowtown,MA,82.06,41372,3.39,47445,2.98,15.31,24.53,4.41,5.92,3.15,83.73,69.15,0.82,0,1.59,125800,62800,143,349,23.6,0,0,NA,NA,995,0.56,276.81,27119.76
Middlesexborough,NJ,100,47643,3.45,52858,2.89,21.56,20.04,3.79,7.85,3.16,81.65,69.83,1.12,0.51,0,136100,50500,475,223,24.1,0,0,NA,NA,3599.6,2.16,141.44,2590.64
Brentwoodborough,PA,100,27698,3.42,36000,5.74,18.96,16.12,4.62,9.7,2.99,78.8,62.37,0.38,0.06,0.63,43200,19800,273,98,27,5,0,NA,NA,7221.1,18.13,237.1,1602.81
MissouriCitycity,TX,100,51984,1.73,54515,3.4,7.74,39.77,3.34,9.01,3.36,81.19,79.08,2.04,1.26,1.12,60900,48700,456,172,22.6,0,0,NA,NA,1505.1,1.1,223.06,3101.18
Newarkcity,CA,100,50471,6.94,51896,5.03,21.37,21.13,5.3,10.57,3.46,74.04,69.29,2.07,2.66,0,187600,81100,605,293,29.8,32,0,NA,NA,2617.6,3.49,809.72,5856.61
SouthCharlestoncity,WV,100,27366,5.57,34347,11.48,17.43,22.6,4.83,12.8,2.81,69.48,72.56,1.29,0.15,1.95,47500,31300,211,135,23.1,6,0,NA,NA,2517.5,1.83,208.13,2921.28
